n1,rela,n2
里卡多·马丁斯, 国籍, 葡萄牙
考切罗, 国籍, 葡萄牙
HK21通用机枪, 主要使用国, 葡萄牙
贝锡安, 国籍, 葡萄牙
安东尼奥·福利亚, 国籍, 葡萄牙
葡萄牙向导猎犬, 中文名, 葡萄牙向导猎犬
葡萄牙向导猎犬, 外文名, PORTUGUESE POINTER
葡萄牙向导猎犬, 别名, 葡萄牙珀迪格依罗犬
葡萄牙向导猎犬, 原产地, 葡萄牙
葡萄牙向导猎犬, tag, 生物物种
葡萄牙向导猎犬, tag, 宠物
葡萄牙向导猎犬, tag, 动物
里卡多·科斯塔, 国籍, 葡萄牙
里卡多·科斯塔, 国籍, 葡萄牙
H·哥迪赫, 国籍, 葡萄牙
迭戈·马丁斯·达·科斯塔·席尔瓦, 国籍, 葡萄牙
迭戈·马丁斯·达·科斯塔·席尔瓦, 出生地, 葡萄牙
法比奥·帕切科, 国籍, 葡萄牙
法比奥·帕切科, 出生地, 葡萄牙
法里亚, 国籍, 葡萄牙
莫雷拉·索萨, 国籍, 葡萄牙
安东尼奥·阿劳约, 国籍, 葡萄牙
安东尼奥·阿劳约, 出生地, 葡萄牙
维托尔·莫雷诺, 出生地, 葡萄牙
莱里亚联盟足球俱乐部, 所属国家, 葡萄牙
葡语系奥林匹克委员会总会, 所属地区, 葡萄牙
P·卡拉瓦纳, 国籍, 葡萄牙
葡萄牙华侨华人总会, 中文名, 葡萄牙华侨华人总会
葡萄牙华侨华人总会, 成立时间, 1992年10月
葡萄牙华侨华人总会, 创立人, 周洪泽
葡萄牙华侨华人总会, 原名, 葡萄牙北部华侨华人协会
葡萄牙华侨华人总会, tag, 组织机构
葡萄牙华侨华人总会, tag, 社会团体
嘉乐庇, 国籍, 葡萄牙
伊万·曼努埃尔·阿莫里姆·多斯桑托斯, 国籍, 葡萄牙
卡伊亚多, 国籍, 葡萄牙
卡伊亚多, 出生地, 葡萄牙
安娜·卡比辛哈, 国籍, 葡萄牙
布恩泽, 国籍, 葡萄牙
布恩泽, 出生地, 葡萄牙
M·斯利瓦, 国籍, 葡萄牙
塞罗迪奥, 国籍, 葡萄牙
血亲之亲, 制片地区, 葡萄牙
血亲之亲, 拍摄地点, 葡萄牙
来去, 制片地区, 葡萄牙
卡尔多索, 国籍, 葡萄牙
卡尔多索, 出生地, 葡萄牙
史克里斯·卡曼图, 国籍, 葡萄牙
F·巴波, 国籍, 葡萄牙
路易辛霍, 国籍, 葡萄牙
利托斯, 国籍, 葡萄牙
利托什, 国籍, 葡萄牙
J·古卡路斯, 国籍, 葡萄牙
赵正焕, 中文名, 葡萄牙
丰沙尔海员, 国籍, 葡萄牙
刚多玛足球俱乐部, 所属国家, 葡萄牙
鲁迪尼尔森·席尔瓦, 国籍, 葡萄牙
若瑟·狄莫, 国籍, 葡萄牙
彭比略沙足球俱乐部, 地点, 葡萄牙
卡鲁普特, 国籍, 葡萄牙
维托里诺皮昂伊斯U17, 国籍, 葡萄牙
达尼·阿尔维斯, 国籍, 葡萄牙
Y·费尔南德斯, 国籍, 葡萄牙
高天奴, 国籍, 葡萄牙
珍拿, 所属国家, 葡萄牙
富亚泰度, 国籍, 葡萄牙
艾斯特雷拉足球俱乐部, 所属国家, 葡萄牙
丹尼尔·波登塞, 国籍, 葡萄牙
费拉兹, 国籍, 葡萄牙
西尔维诺·德·阿尔梅达·洛罗, 国籍, 葡萄牙
阿德里安·塞巴斯蒂安·帕鲁切特·席尔瓦, 国籍, 葡萄牙
布鲁诺·阿尔贝托, 国籍, 葡萄牙
布鲁诺·阿尔贝托, 出生地, 葡萄牙
卡洛斯·埃曼纽尔·苏亚雷斯·塔瓦雷斯, 国籍, 葡萄牙
葡萄牙语100句, 书名, 葡萄牙语100句——青春与世博同行外语100句丛书
葡萄牙语100句, 作者, 徐亦行
葡萄牙语100句, ISBN, 78-109-5-2102
葡萄牙语100句, 出版社, 上海外语教育出版社
葡萄牙语100句, 出版时间, 2005-3-1
葡萄牙语100句, 装帧, 平装
葡萄牙语100句, tag, 出版物
葡萄牙语100句, tag, 书籍
维托尔·乌戈·戈麦斯·帕索斯, 国籍, 葡萄牙
何塞·奥古斯托, 国籍, 葡萄牙
安德雷·里贝罗, 国籍, 葡萄牙
迪奥戈·戴维, 国籍, 葡萄牙
葡萄牙高尔夫度假村, 中文名, 葡萄牙高尔夫度假村
葡萄牙高尔夫度假村, 地点, 葡萄牙
葡萄牙高尔夫度假村, 类型, 度假村
葡萄牙高尔夫度假村, 属性, 盈利
葡萄牙高尔夫度假村, 星级, 5
葡萄牙高尔夫度假村, tag, 营业场所
葡萄牙高尔夫度假村, tag, 组织机构
葡萄牙高尔夫度假村, tag, 社会
葡萄牙高尔夫度假村, tag, 地点
贝尔纳多·弗雷塔斯, 国籍, 葡萄牙
贝尔纳多·弗雷塔斯, 出生地, 葡萄牙
马库库拉, 国籍, 葡萄牙
若日尼奥, 国籍, 葡萄牙
阿韦斯足球俱乐部, 所属国家, 葡萄牙
佩德里尼奥, 国籍, 葡萄牙
佩德罗·埃斯皮尼亚, 国籍, 葡萄牙
Sena, 国籍, 葡萄牙
瓦斯·特, 国籍, 葡萄牙
埃尔德·洛佩斯, 国籍, 葡萄牙
加亚新城, 所属国家, 葡萄牙
保罗·洛佩斯, 国籍, 葡萄牙
Márcio Santos, 国籍, 葡萄牙
若奥·科因布拉, 国籍, 葡萄牙
若奥·科因布拉, 出生地, 葡萄牙
何塞·奥古斯托·托雷斯, 国籍, 葡萄牙
鲁伊·凯塔诺, 国籍, 葡萄牙
达马素, 国籍, 葡萄牙
宾纳, 国籍, 葡萄牙
布鲁诺·西芒, 国籍, 葡萄牙
何塞·奥古斯托, 国籍, 葡萄牙
阿塞尔·维采尔, 国籍, 葡萄牙
努诺·索萨, 国籍, 葡萄牙
若泽·路易斯·门德斯·安德拉德, 出生地, 葡萄牙
费尔南多·奥斯卡·班德林哈, 国籍, 葡萄牙
葡萄牙国籍法, 中文名, 葡萄牙国籍法
葡萄牙国籍法, 外文名, Lei da Nacionalida de Portuguesa
葡萄牙国籍法, 立法, 1959年
葡萄牙国籍法, 属于, 葡萄牙共和国
葡萄牙国籍法, tag, 社会
体育足球俱乐部, 所属国家, 葡萄牙
彭提恩哈U17, 国家, 葡萄牙
莱昂纳多·雅尔迪姆, 国籍, 葡萄牙
贝拉马足球俱乐部, 所属国家, 葡萄牙
西芒·佩德罗·丰塞卡·萨布罗萨, 国籍, 葡萄牙
西芒, 国籍, 葡萄牙
保罗·杜阿尔特, 国籍, 葡萄牙
蒙迪斯, 国籍, 葡萄牙
阿尔维卡足球俱乐部, 所属国家, 葡萄牙
宾菲加足球俱乐部, 所属国家, 葡萄牙
卡斯卡伊斯, 所属地区, 葡萄牙
何塞·内托, 国籍, 葡萄牙
彼得·杜尔特, 国籍, 葡萄牙
A·巴彻科, 国籍, 葡萄牙
卡洛斯·桑托斯, 国籍, 葡萄牙
费利佩·桑托斯, 国籍, 葡萄牙
费利佩·桑托斯, 出生地, 葡萄牙
若热·维埃拉, 国籍, 葡萄牙
路易斯·里贝罗, 国籍, 葡萄牙
西芒·萨布罗萨, 国籍, 葡萄牙
沙治奥巴基, 国籍, 葡萄牙
马西奥·费尔南德斯, 国籍, 葡萄牙
佩纳瓦堡足球俱乐部, 所属国家, 葡萄牙
蒂亚戈·阿尔维斯, 国籍, 葡萄牙
玛甘诺, 国籍, 葡萄牙
J·玛拉佛纳, 国籍, 葡萄牙
鲁伊·莫泽尔, 国籍, 葡萄牙
葡萄牙欧洲大学, 中文名, 葡萄牙欧洲大学
葡萄牙欧洲大学, 类别, 公立
葡萄牙欧洲大学, 年龄, 18-30岁
葡萄牙欧洲大学, 地理位置, 里斯本
葡萄牙欧洲大学, tag, 教育
葡萄牙欧洲大学, tag, 学校
L·昆姆, 国籍, 葡萄牙
葡萄牙水晶宫, 中文名, 葡萄牙水晶宫
葡萄牙水晶宫, 外文名, Crystal Palace
葡萄牙水晶宫, 葡萄牙文, Palacio de Cristal
葡萄牙水晶宫, 建造时间, 1865年
葡萄牙水晶宫, tag, 旅游
乌戈·维亚纳, 国籍, 葡萄牙
乌戈·维亚纳, 出生地, 葡萄牙
J·努涅斯, 国籍, 葡萄牙
费利佩·冈萨尔维斯, 国籍, 葡萄牙
奥比克维鲁, 国籍, 葡萄牙
迪尔哥, 国籍, 葡萄牙
葡萄牙根瘤虫, 中文学名, 葡萄牙根瘤虫
葡萄牙根瘤虫, 界, 动物界
葡萄牙根瘤虫, 门, 节肢动物门
葡萄牙根瘤虫, 纲, 昆虫纲
葡萄牙根瘤虫, tag, 生物物种
葡萄牙根瘤虫, tag, 动物
阿尔西德斯, 国籍, 葡萄牙
M·奥利华拉, 国籍, 葡萄牙
布拉加体育, 所属国家, 葡萄牙
若泽·莫雷拉, 国籍, 葡萄牙
巴勒图, 国籍, 葡萄牙
迪亚高宾度, 国籍, 葡萄牙
拿华尔U17, 所属国家, 葡萄牙
欧格尼奥, 国籍, 葡萄牙
葡萄牙议会, 中文名, 葡萄牙议会
葡萄牙议会, 制度, 一院制
葡萄牙议会, 行使权力, 立法权
葡萄牙议会, 行使权力, 监督权
葡萄牙议会, 行使权力, 财政控制权
葡萄牙议会, 地区, 葡萄牙
葡萄牙议会, 官网, http://www.parlamento.pt/
葡萄牙议会, tag, 组织机构
葡萄牙议会, tag, 政治
葡萄牙议会, tag, 地点
佩德罗四世, 出生地, 葡萄牙
克里斯托沃·拉莫斯, 国籍, 葡萄牙
艾马尔奴, 国籍, 葡萄牙
R·马丁斯, 国籍, 葡萄牙
凯文·罗德里格斯·皮雷斯, 国籍, 葡萄牙
马里迪莫足球队, 所属国家, 葡萄牙
伊乌里, 国籍, 葡萄牙
R·沙丹哈, 国籍, 葡萄牙
P·赛亚布拉, 国籍, 葡萄牙
维托尔·埃曼努埃尔·克鲁斯·达·席尔瓦, 国籍, 葡萄牙
维托尔·埃曼努埃尔·克鲁斯·达·席尔瓦, 出生地, 葡萄牙
马吉尼奥斯, 国籍, 葡萄牙
杜连斯足球俱乐部, 所属国家, 葡萄牙
乔·佩德罗, 国籍, 葡萄牙
乔·佩德罗, 出生地, 葡萄牙
维托尔·乌戈·戈麦斯·达席尔瓦, 国籍, 葡萄牙
维托尔·乌戈·戈麦斯·达席尔瓦, 出生地, 葡萄牙
特尔莫·特谢拉-雷贝洛, 国籍, 葡萄牙
泽·贝托, 国籍, 葡萄牙
泽·贝托, 出生地, 葡萄牙
T·阿尔梅达, 国籍, 葡萄牙
天主教雷亚尔城教区, 教座位置, 葡萄牙
D·巴车科, 国籍, 葡萄牙
维托尔·佩雷拉, 国籍, 葡萄牙
葡萄牙移民, 中文名, 葡萄牙移民
葡萄牙移民, 时间, 2012年8月
葡萄牙移民, 目的, 应对欧洲的债务危机
葡萄牙移民, 目的, 增加就业
葡萄牙移民, 属性, 黄金居留证计划
葡萄牙移民, tag, 社会
葡萄牙语专业, 中文名, 葡萄牙语专业
葡萄牙语专业, 外文名, Portuguese major;Português principais
葡萄牙语专业, 专业代码, 050232
葡萄牙语专业, 授予学位, 文学学士
葡萄牙语专业, 修学年限, 四年
葡萄牙语专业, 一级学科, 文学
葡萄牙语专业, tag, 文学类专业
葡萄牙语专业, tag, 本科专业
葡国会计专业公会澳门分会, 国别, 葡萄牙
若昂·卡洛斯·阿尔梅达, 国籍, 葡萄牙
李必禄, 国籍, 葡萄牙
贝尼西奥, 国籍, 葡萄牙
路易西尼奥, 国籍, 葡萄牙
乌戈·韦洛索, 国籍, 葡萄牙
阿斯图里亚斯语, 使用国家, 葡萄牙
鲁迪尼尔森·戈麦斯·布里托·席尔瓦, 国籍, 葡萄牙
路易斯·索布里尼奥, 国籍, 葡萄牙
里卡多·桑托斯, 国籍, 葡萄牙
索萨·平托, 国籍, 葡萄牙
高维拿U17, 国家, 葡萄牙
埃德·桑切斯, 国籍, 葡萄牙
若奥·托马斯, 国籍, 葡萄牙
猛鬼大暴动, 制片地区, 葡萄牙
努诺·卡普乔, 国籍, 葡萄牙
何塞·桑托斯, 国籍, 葡萄牙
何塞·桑托斯, 出生地, 葡萄牙
费南德斯, 国籍, 葡萄牙
L·比文达, 国籍, 葡萄牙
沟牙龙, 分布区域, 葡萄牙
奥华伦斯足球俱乐部, 所属地区, 葡萄牙
奇纳, 国籍, 葡萄牙
祖宾度, 国籍, 葡萄牙
基维辛迪U17, 所属地区, 葡萄牙
安德烈·马丁斯, 国籍, 葡萄牙
菲若翰, 国家, 葡萄牙
迪奥戈·豪尔赫·莫雷诺·瓦伦特, 国籍, 葡萄牙
勒莫斯, 国籍, 葡萄牙
般奴尼辛迪, 国籍, 葡萄牙
路易斯·米格尔, 国籍, 葡萄牙
何塞·佩塞罗, 国籍, 葡萄牙
何塞·佩塞罗, 出生地, 葡萄牙
库斯托迪奥, 国籍, 葡萄牙
赫利奥·罗克, 国籍, 葡萄牙
冈卡洛·格德斯, 国籍, 葡萄牙
萨尔盖鲁什, 所属国家, 葡萄牙
埃德尔·马塞多·洛佩斯, 国籍, 葡萄牙
龙爪龙, 分布区域, 葡萄牙
葡萄牙牧羊犬, 中文学名, 葡萄牙牧羊犬
葡萄牙牧羊犬, 界, 动物界
葡萄牙牧羊犬, 门, 脊索动物门
葡萄牙牧羊犬, 纲, 哺乳纲
葡萄牙牧羊犬, 目, 食肉目
葡萄牙牧羊犬, 科, 犬科
葡萄牙牧羊犬, 属, 犬属
葡萄牙牧羊犬, tag, 生物物种
葡萄牙牧羊犬, tag, 宠物
葡萄牙牧羊犬, tag, 动物
维琴特足球俱乐部, 所属国家, 葡萄牙
宾达斯高, 国籍, 葡萄牙
葡萄牙高等工商管理学院, 中文名, 葡萄牙高等工商管理学院
葡萄牙高等工商管理学院, 创办时间, 1972年
葡萄牙高等工商管理学院, 主要院系, 工商管理学院
葡萄牙高等工商管理学院, 国家, 葡萄牙
葡萄牙高等工商管理学院, 范围, ISCTE设有19所院系
葡萄牙高等工商管理学院, 学科, 建筑科学
葡萄牙高等工商管理学院, 学科, 应用技术科学
葡萄牙高等工商管理学院, tag, 组织机构
葡萄牙高等工商管理学院, tag, 学校
P·古德斯, 国籍, 葡萄牙
维迪加尔, 国籍, 葡萄牙
施沙路, 国籍, 葡萄牙
佩德罗·马丁斯, 国籍, 葡萄牙
R·罗渣里奥, 国籍, 葡萄牙
卡瓦霍, 国籍, 葡萄牙
葡萄牙足球丙级联赛, 中文名称, 葡萄牙足球丙级联赛
葡萄牙足球丙级联赛, 英文名称, Terceira Divis&atilde;o Portuguesa
葡萄牙足球丙级联赛, 举办时间, 葡萄牙
葡萄牙足球丙级联赛, 丙级联赛分组, 8个
葡萄牙足球丙级联赛, 级别, 第四级别
葡萄牙足球丙级联赛, tag, 足球比赛
葡萄牙足球丙级联赛, tag, 足球
葡萄牙足球丙级联赛, tag, 社会活动
葡萄牙足球丙级联赛, tag, 社会
葡萄牙足球丙级联赛, tag, 文化
葡萄牙足球丙级联赛, tag, 体育赛事
葡萄牙足球丙级联赛, tag, 体育
葡萄牙海鲜炒饭, 中文名, 葡萄牙海鲜炒饭
葡萄牙海鲜炒饭, 主要原料, 大虾
葡萄牙海鲜炒饭, 主要原料, 螃蟹
葡萄牙海鲜炒饭, 主要原料, 贝类
葡萄牙海鲜炒饭, 调料, 白葡萄酒
葡萄牙海鲜炒饭, 调料, 纯橄榄油
葡萄牙海鲜炒饭, 调料, 盐
葡萄牙海鲜炒饭, 调料, 番茄酱
葡萄牙海鲜炒饭, 特点, 饭香四溢
葡萄牙海鲜炒饭, 特点, 味道鲜美
葡萄牙海鲜炒饭, tag, 食品
葡萄牙海鲜炒饭, tag, 菜品
葡萄牙海鲜炒饭, tag, 生活
安东尼奥·塞梅多, 国籍, 葡萄牙
M·加赫诺, 国籍, 葡萄牙
塔沃尔达, 国籍, 葡萄牙
N·洛佩斯·菲利普·里卡多, 国籍, 葡萄牙
欧里科·戈麦斯, 国籍, 葡萄牙
安东尼奥·C.D.A.F.埃加斯－莫尼兹, 出生地, 葡萄牙
V·奥利华拉, 国籍, 葡萄牙
毛罗·里基乔, 国籍, 葡萄牙
嘉惠劳, 国籍, 葡萄牙
若热·曼努埃尔·阿尔梅达·戈麦斯·安德拉德, 国籍, 葡萄牙
若热·曼努埃尔·阿尔梅达·戈麦斯·安德拉德, 国籍, 葡萄牙
安德拉德, 国籍, 葡萄牙
付玉, 国籍, 葡萄牙
若热·菲利佩·阿维利诺·特谢拉, 国籍, 葡萄牙
贡卡洛, 国籍, 葡萄牙
贡卡洛, 出生地, 葡萄牙
汤若望被诬案, 国籍, 葡萄牙
P·费南德斯, 国籍, 葡萄牙
保洛, 国籍, 葡萄牙
卜加劳铸炮厂, 建造国家, 葡萄牙
亚速尔群岛, 所属国家, 葡萄牙
潘志辉, 国籍, 葡萄牙
D·巴波撒, 国籍, 葡萄牙
拉兰杰罗, 国籍, 葡萄牙
H·费利克斯, 国籍, 葡萄牙
赫尔纳尼, 国籍, 葡萄牙
赫尔纳尼, 出生地, 葡萄牙
费尔南多·佩罗特奥, 国籍, 葡萄牙
弗朗西斯科·米格尔·弗朗哥·安图内斯·戈麦斯, 国籍, 葡萄牙
罗德里克·米兰达, 国籍, 葡萄牙
摩卡米黄, 产地, 葡萄牙
卡洛斯·马克斯, 国籍, 葡萄牙
卡洛斯·马克斯, 出生地, 葡萄牙
鲁宾费利拿, 国籍, 葡萄牙
塞维里诺, 国籍, 葡萄牙
塞维里诺, 出生地, 葡萄牙
罗格里德斯·菲利佩, 国籍, 葡萄牙
H·玛卡多, 国籍, 葡萄牙
葡萄牙国民足球俱乐部, 中文队名, 葡萄牙国民足球俱乐部
葡萄牙国民足球俱乐部, 外文队名, C.D. Nacional
葡萄牙国民足球俱乐部, 运动项目, 足球
葡萄牙国民足球俱乐部, 角逐赛事, 葡萄牙足球超级联赛
葡萄牙国民足球俱乐部, 所属地区, 葡萄牙丰沙尔
葡萄牙国民足球俱乐部, 成立时间, 1910年12月8日
葡萄牙国民足球俱乐部, 主场馆, 雷艾维斯球场
葡萄牙国民足球俱乐部, 容纳人数," 5,132人"
葡萄牙国民足球俱乐部, 现任主教练, Costinha
葡萄牙国民足球俱乐部, 主席, Rui Alves
葡萄牙国民足球俱乐部, 绰号, White-and-Black
葡萄牙国民足球俱乐部, 绰号, Nationalists
葡萄牙国民足球俱乐部, tag, 足球俱乐部
葡萄牙国民足球俱乐部, tag, 足球
葡萄牙国民足球俱乐部, tag, 组织机构
葡萄牙国民足球俱乐部, tag, 社会团体
葡萄牙国民足球俱乐部, tag, 俱乐部
雷艾维斯球场, 地点, 葡萄牙
角鼻龙, 分布区域, 葡萄牙
劳伦科, 国籍, 葡萄牙
马托斯·迪亚斯·佩雷拉, 国籍, 葡萄牙
葡萄牙香辣牛肉, 中文名, 葡萄牙香辣牛肉
葡萄牙香辣牛肉, 主要食材, 牛排
葡萄牙香辣牛肉, 辅料, 橙子
葡萄牙香辣牛肉, 辅料, 橄榄油
葡萄牙香辣牛肉, 辅料, 月桂叶
葡萄牙香辣牛肉, 辅料, 白葡萄酒
葡萄牙香辣牛肉, 调料, 辣椒干
葡萄牙香辣牛肉, 调料, 盐
葡萄牙香辣牛肉, 调料, 红辣椒粉
葡萄牙香辣牛肉, 调料, 多香果粉
葡萄牙香辣牛肉, tag, 食品
葡萄牙香辣牛肉, tag, 菜品
葡萄牙香辣牛肉, tag, 生活
若苏埃·萨, 国籍, 葡萄牙
努尼尼奥, 国籍, 葡萄牙
米格尔·蒙泰罗, 国籍, 葡萄牙
维克多施华, 国籍, 葡萄牙
温图拉, 国籍, 葡萄牙
MATEUS, 类别, 葡萄牙
安德雷·莱奥, 国籍, 葡萄牙
鲁伊-贝托, 国籍, 葡萄牙
贝林哈, 国籍, 葡萄牙
贝林哈, 出生地, 葡萄牙
阿维斯王朝, 国家, 葡萄牙
奥瓦尔足球俱乐部, 创办地点, 葡萄牙
阿尔韦卡足球俱乐部, 所属国家, 葡萄牙
亚速尔群岛行政区划, 行政区类别, 葡萄牙
威尔逊·爱德华多, 国籍, 葡萄牙
托德拉足球俱乐部, 所属国家, 葡萄牙
Eduardo, 国籍, 葡萄牙
爱德华多·多斯·雷斯·卡瓦略, 国籍, 葡萄牙
威尔逊·爱德华多, 国籍, 葡萄牙
威尔逊·爱德华多, 国籍, 葡萄牙
蒂哈内·弗雷塔斯·雷斯, 国籍, 葡萄牙
蒂亚戈·恩里克·达米尔·戈麦斯, 国籍, 葡萄牙
蒂亚戈·恩里克·达米尔·戈麦斯, 出生地, 葡萄牙
彭拿费尔U17, 所属地区, 葡萄牙
埃米迪奥·拉斐尔, 国籍, 葡萄牙
托里什联合足球俱乐部, 所属国家, 葡萄牙
异特龙属, 分布区域, 葡萄牙
蛮龙, 分布区域, 葡萄牙
多罗河上的辛劳, 制片地区, 葡萄牙
P·卡波斯, 国籍, 葡萄牙
梅雷林斯足球俱乐部, 所属国家, 葡萄牙
怀特航空公司, 隶属, 葡萄牙
葡萄牙足球乙级联赛, 中文名, 葡萄牙足球乙级联赛
葡萄牙足球乙级联赛, 外文名, Segunda Divis&atilde;o Portuguesa
葡萄牙足球乙级联赛, 级别, 第三级别
葡萄牙足球乙级联赛, 代表国家, 葡萄牙
葡萄牙足球乙级联赛, tag, 足球比赛
葡萄牙足球乙级联赛, tag, 足球
葡萄牙足球乙级联赛, tag, 体育赛事
佩德罗·佩雷拉, 国籍, 葡萄牙
佩德罗·佩雷拉, 国籍, 葡萄牙
安东尼奥·埃加斯·莫尼兹, 出生地, 葡萄牙
葡萄牙科英布拉大学, 中文名, 葡萄牙科英布拉大学
葡萄牙科英布拉大学, 创办时间, 1290年
葡萄牙科英布拉大学, 类别, 公立大学
葡萄牙科英布拉大学, 学校类型, 综合
葡萄牙科英布拉大学, tag, 组织机构
葡萄牙科英布拉大学, tag, 学校
奥加尼斯塔, 国籍, 葡萄牙
祖些纽奴, 国籍, 葡萄牙
奥瑞多足球俱乐部, 所属国家, 葡萄牙
蒙泰罗, 国籍, 葡萄牙
路易斯·奥利姆, 国籍, 葡萄牙
桑乔一世, 国籍, 葡萄牙
L·尼维斯, 国籍, 葡萄牙
卡塔莉娜·弗塔度, 国籍, 葡萄牙
尼尔森·费雷拉, 国籍, 葡萄牙
法查度, 国籍, 葡萄牙
吉马雷斯, 所属国家, 葡萄牙
费尔南多·皮门塔, 国籍, 葡萄牙
费尔南多·皮门塔, 出生地, 葡萄牙
A·摩里拉, 国籍, 葡萄牙
儒利奥·阿尔维斯, 国籍, 葡萄牙
马尔科·卡内拉, 国籍, 葡萄牙
纽奴施华, 国籍, 葡萄牙
卡洛斯·卡内罗, 国籍, 葡萄牙
科斯蒂尼亚, 国籍, 葡萄牙
卡尔利托斯, 国籍, 葡萄牙
卡尔利托斯, 出生地, 葡萄牙
M·费古埃雷托, 国籍, 葡萄牙
黑奴贸易, 代表国家, 葡萄牙
马塞尔·科雷亚, 国籍, 葡萄牙
文奴尔, 国籍, 葡萄牙
塞尔吉奥·曼努埃尔·科斯塔·卡内罗, 国籍, 葡萄牙
塞尔吉奥·曼努埃尔·科斯塔·卡内罗, 出生地, 葡萄牙
奥汉伦斯足球俱乐部, 所属国家, 葡萄牙
若泽·维托尔·雅尔迪姆·维埃拉, 国籍, 葡萄牙
若泽·维托尔·雅尔迪姆·维埃拉, 出生地, 葡萄牙
Miguel Nunes, 国籍, 葡萄牙
龙乐思, 国籍, 葡萄牙
柏度阿拿祖, 国籍, 葡萄牙
黑凯诺, 分布区域, 葡萄牙
葡萄牙乡村美食, 中文名, 葡萄牙乡村美食
葡萄牙乡村美食, 大小, 113K
葡萄牙乡村美食, 语言, 中文
葡萄牙乡村美食, 评论, 0条
葡萄牙乡村美食, tag, 网页游戏
葡萄牙乡村美食, tag, 游戏作品
葡萄牙乡村美食, tag, 游戏
葡萄牙乡村美食, tag, 娱乐作品
S·乔巴迪, 国籍, 葡萄牙
法费足球俱乐部, 所属国家, 葡萄牙
阿马多拉足球俱乐部, 所属国家, 葡萄牙
托德西拉斯条约, 签署国, 葡萄牙
S·卡华浩, 国籍, 葡萄牙
米盖尔, 国籍, 葡萄牙
维拉卡, 国籍, 葡萄牙
若昂·维拉卡, 国籍, 葡萄牙
祖奥保特奴, 国籍, 葡萄牙
阿尼巴尔·安东尼奥·卡瓦科·席尔瓦, 国籍, 葡萄牙
葡萄牙莫德纳大学, 中文名, 葡萄牙莫德纳大学
葡萄牙莫德纳大学, 类型, 大学
葡萄牙莫德纳大学, 学校属性, 公立
葡萄牙莫德纳大学, 地点, 里斯本
葡萄牙莫德纳大学, 学生人数, 11000
葡萄牙莫德纳大学, tag, 组织机构
葡萄牙莫德纳大学, tag, 学校
埃迪·戈麦斯, 国籍, 葡萄牙
安德烈·戈麦斯, 国籍, 葡萄牙
埃迪·戈麦斯, 国籍, 葡萄牙
努诺·戈麦斯, 国籍, 葡萄牙
乌戈·米格尔·费尔南德斯·维埃拉, 国籍, 葡萄牙
埃斯图里尔足球俱乐部, 所属国家, 葡萄牙
佩德罗·奎罗斯, 国籍, 葡萄牙
后备箱, 制片地区, 葡萄牙
洛佩兹东尼, 国籍, 葡萄牙
M·路查, 国籍, 葡萄牙
若昂·莫赖斯, 国籍, 葡萄牙
莫雷诺, 国籍, 葡萄牙
埃斯托利尔网球公开赛, 举办地点, 葡萄牙
葡萄牙民间故事选, ISBN, 9787806453049
葡萄牙民间故事选, 定价, 17.8
葡萄牙民间故事选, 出版社, 海南出版社
葡萄牙民间故事选, 出版时间, 1999.4.1.
葡萄牙民间故事选, 副标题, 澳门文化司署
葡萄牙民间故事选, 副标题, 东方葡萄牙学
葡萄牙民间故事选, 丛书, 葡语作家丛书
葡萄牙民间故事选, tag, 书籍
帕西恩西亚, 国籍, 葡萄牙
弗朗西斯科·萨·卡尔内罗, 国籍, 葡萄牙
拉斐尔·韦洛索, 国籍, 葡萄牙
祖奥甘波斯, 国籍, 葡萄牙
蒂亚戈, 国籍, 葡萄牙
拿兰查奴, 国籍, 葡萄牙
S·列波岛, 国籍, 葡萄牙
若泽·恩里克·索托·埃斯特维斯, 国籍, 葡萄牙
若泽·恩里克·索托·埃斯特维斯, 出生地, 葡萄牙
费拉足球俱乐部, 所属国家, 葡萄牙
S·马查多, 国籍, 葡萄牙
马尔科·费雷拉, 国籍, 葡萄牙
杰佩路, 国籍, 葡萄牙
N·特斯欧, 国籍, 葡萄牙
若奥·佩德罗·米格诺特, 国籍, 葡萄牙
天主教阿威罗教区, 教座位置, 葡萄牙
布拉加U17, 所属国家, 葡萄牙
布拉加U19, 所属地区, 葡萄牙
安东尼奥·加里多, 国籍, 葡萄牙
雷若热·拉雷纳·阿贝拉内达, 国籍, 葡萄牙
冈萨洛·多斯桑托斯, 国籍, 葡萄牙
黑暗中的视线, 拍摄地点, 葡萄牙
葡萄牙人姓名, tag, 文化
P·卡列图斯, 国籍, 葡萄牙
葡萄牙足球超级联赛, 中文名, 葡萄牙足球超级联赛
葡萄牙足球超级联赛, 外文名, Primeira Liga
葡萄牙足球超级联赛, 起始, 2002/03赛季
葡萄牙足球超级联赛, 地位, 葡萄牙最高等级的职业足球联赛
葡萄牙足球超级联赛, tag, 足球比赛
葡萄牙足球超级联赛, tag, 足球
葡萄牙足球超级联赛, tag, 体育赛事
葡萄牙足球超级联赛, tag, 体育
吉马良斯队, 所在地区, 葡萄牙
费尔南多·查拉纳, 国籍, 葡萄牙
葡萄牙埃沃拉大学, 中文名, 葡萄牙埃沃拉大学
葡萄牙埃沃拉大学, 创办时间, 1537年
葡萄牙埃沃拉大学, 类别, 公立大学
葡萄牙埃沃拉大学, 所属地区, 里斯本
葡萄牙埃沃拉大学, 主要院系, 人类学
